ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist	6th	dist
"20068"	"26324"	1.31013240	"21059"	1.63564527	"29352"	1.68448064	"32378"	1.81347320	"10106"	2.22704021	"18235"	2.23087024	
"30339"	"14757"	10.0093638	"21825"	3.24717289	"21"	3.26266619	"30981"	3.55799195	"11154"	4.16402436	"19756"	4.18473121	
"15100"	"7494"	2.20535781	"20068"	2.37807667	"31987"	2.43878168	"26474"	2.51090004	"18235"	2.54772242	"14864"	2.57114004	
"13168"	"13565"	2.30677508	"4244"	2.31862895	"21335"	2.32394630	"28898"	3.04928062	"15154"	3.06884441	"10804"	3.10561481	
"21336"	"5685"	2.34855798	"7151"	2.37061084	"801"	3.08622622	"10804"	3.19008972	"15541"	3.19974635	"20084"	3.25057317	
"4931"	"4514"	2.27674397	"10804"	3.11139221	"15154"	3.14816261	"14376"	3.17789925	"16899"	3.26137210	"5685"	3.26986047	
"18540"	"30619"	1.16876259	"16276"	1.23805225	"22055"	1.35907762	"21019"	1.37745760	"1971"	2.09717796	"5955"	2.12560265	
"7726"	"20842"	1.08911232	"9408"	1.77349827	"10106"	2.13220526	"32352"	2.20286326	"801"	2.34773431	"16276"	2.37842525	
"31142"	"18534"	3.07761680	"27319"	3.22186782	"18995"	3.24768610	"4644"	3.24888764	"11995"	3.26467580	"14292"	3.28010616	
"19460"	"29563"	0.99358472	"16125"	1.48883723	"10106"	1.60034052	"9364"	1.66952998	"18839"	1.80457483	"19330"	1.85243327	
"16666"	"16125"	1.38992083	"1491"	1.54898727	"18279"	1.56363053	"24514"	1.64619749	"15151"	1.67399352	"17702"	1.67901159	
"13027"	"2953"	2.04222469	"13371"	2.73869091	"23730"	3.02212966	"10118"	3.24977630	"25398"	3.25625923	"14575"	3.36253705	
"28482"	"19460"	1.55963938	"29563"	1.60464115	"10106"	2.04070113	"16125"	2.09989365	"12140"	2.17637339	"18279"	2.18340508	
"11781"	"13124"	1.08406978	"21207"	1.22367068	"12140"	2.07845095	"12479"	2.07856956	"7533"	2.24399345	"28947"	2.31187357	
"9326"	"15442"	1.48620444	"14248"	2.43666904	"28325"	2.45412632	"29679"	2.48699340	"25875"	2.58823280	"15541"	3.16672199	
"5521"	"30619"	1.30354112	"11995"	1.31895749	"18540"	2.16217579	"8917"	2.18192161	"12171"	2.21610162	"22055"	2.21988355	
"5571"	"24514"	0.32005275	"15151"	0.34784878	"7578"	0.54275435	"26474"	1.30635657	"7987"	1.31364880	"27973"	1.32367593	
"15595"	"8648"	2.19318594	"27319"	3.13583886	"11995"	3.17864684	"10402"	3.64756776	"4603"	4.08872081	"15674"	4.13039277	
"8184"	"32378"	0.55183860	"16125"	1.19141457	"9364"	1.25729716	"20406"	1.29850857	"10106"	1.33200936	"18839"	1.36882766	
"6996"	"21699"	2.44512465	"24180"	3.09180670	"5961"	3.10628007	"15583"	3.12613266	"2953"	3.16468070	"8917"	3.17624548	
"21815"	"3601"	2.20737318	"20842"	2.24016075	"801"	2.26601772	"7726"	2.27349740	"11516"	2.34591267	"4244"	2.62174371	
"1542"	"7494"	1.74572363	"17822"	1.75153821	"21"	1.80454933	"28947"	1.86698048	"22934"	1.89858519	"18235"	1.93651158	
"22670"	"19330"	3.09151655	"9364"	3.09830209	"19756"	3.12072894	"30339"	3.14619404	"31329"	3.16949533	"18839"	3.17855241	
"11382"	"23053"	1.16848424	"11781"	1.21816835	"21825"	1.58832759	"17951"	2.18342029	"21207"	2.19857930	"19477"	2.25957559	
"13227"	"7064"	2.20884161	"8876"	2.27153806	"16276"	2.28835414	"18639"	2.35888170	"21617"	2.44758858	"18540"	3.30722831	
"26553"	"27319"	2.27466751	"11995"	2.31747550	"15674"	2.45675841	"5521"	2.46667628	"15860"	2.49039353	"7039"	2.53539475	
"29718"	"12140"	2.18164303	"13124"	2.24212296	"7533"	2.25032383	"20084"	3.13590561	"28947"	3.15382039	"11781"	3.15805317	
"9138"	"21396"	1.48859647	"18279"	1.49783638	"10407"	1.77956255	"1491"	1.89729331	"23053"	2.17368405	"30352"	2.17504802	
"31083"	"16666"	1.49154168	"7987"	2.09832347	"16125"	2.10162084	"13124"	2.14880371	"20084"	2.14919444	"24514"	2.25630309	
"23556"	"4514"	1.11184444	"29052"	1.11472359	"20444"	1.30324904	"21335"	1.47288159	"13565"	2.12219208	"5685"	2.16754547	
"22196"	"11516"	0.47480866	"6714"	2.04223100	"28908"	2.12953948	"801"	2.13206419	"20842"	2.19345654	"21815"	2.26109562	
"1709"	"13276"	3.13757198	"28898"	3.16479493	"31062"	3.23257056	"28325"	3.27313458	"10349"	3.28830454	"29679"	3.29506202	
"12780"	"22670"	1.29178346	"16125"	3.08403107	"1369"	3.09577879	"10106"	3.18600179	"31987"	3.19608804	"340"	3.19760269	
"15452"	"21019"	0.33115684	"5955"	1.18426097	"5961"	1.27793903	"22055"	1.28537960	"15583"	1.29779162	"18540"	1.30986362	
"18116"	"13276"	2.13497176	"28325"	2.24313711	"26648"	2.26421449	"28898"	2.28928499	"10349"	2.31310158	"29679"	2.37465359	
"22577"	"9775"	4.12490566	"3341"	4.22680493	"8009"	4.29832754	"22196"	4.36000464	"11516"	4.62780373	"32352"	4.63050991	
"29606"	"23053"	1.12325073	"21207"	1.24951576	"31146"	1.75168741	"11382"	2.09175278	"30352"	2.12188675	"16125"	2.17122256	
"19992"	"29052"	1.10659966	"23556"	1.11928244	"14412"	1.18923165	"4514"	1.23112688	"20444"	1.32049067	"10804"	1.39647864	
"13851"	"7029"	3.11645217	"8876"	3.23602688	"18995"	3.30307540	"21617"	3.30655169	"7064"	3.35548958	"13227"	3.37812686	
"17525"	"28898"	2.27740607	"18116"	3.16871425	"7751"	3.26325085	"13276"	3.27628876	"28325"	3.41185136	"10349"	3.42702132	
"1891"	"21059"	0.65356407	"20068"	1.25067769	"26324"	1.44431940	"29352"	1.45478557	"30752"	1.74603775	"16605"	1.76648322	
"8433"	"801"	1.05453854	"20842"	1.28725637	"7726"	1.37538755	"1484"	1.44739864	"9408"	1.57535422	"29092"	1.72102138	
"12839"	"10672"	1.41875982	"20444"	1.43533145	"19992"	2.23265711	"29052"	2.33013908	"23556"	2.33616404	"4514"	2.44800849	
"6393"	"28325"	3.17120402	"6094"	3.18796819	"3341"	3.23432131	"9775"	3.23741576	"1971"	3.23936773	"25600"	3.24309365	
"26892"	"801"	2.09058920	"22196"	2.10663438	"8433"	2.12078467	"20842"	2.18942209	"7726"	2.25714510	"21"	2.26787873	
"4942"	"18839"	1.12303447	"25668"	1.16665886	"2486"	1.22646921	"20406"	1.27554534	"20084"	1.34802116	"17951"	1.53568143	
"25969"	"11995"	1.21245187	"27319"	2.16964388	"4603"	2.21818109	"5521"	2.26977092	"14292"	2.30381458	"8648"	2.32264622	
"17674"	"1484"	1.38824184	"29092"	1.74405636	"15452"	2.04400131	"7751"	2.07608900	"5685"	2.11661161	"30752"	2.15557525	
"21407"	"24514"	0.18353315	"15151"	0.21132918	"5571"	0.24846897	"7578"	0.40623474	"26474"	1.05788759	"2486"	1.16561840	
"5550"	"7533"	0.38616582	"13124"	1.16107549	"28947"	1.33690867	"11154"	1.42033378	"18235"	2.09931553	"11986"	2.16232734	
"20460"	"3350"	2.11447042	"31925"	2.23617052	"22544"	2.24102602	"25973"	2.25144268	"11986"	2.32526417	"15860"	3.16562628	
"10079"	"16276"	1.30124783	"8433"	1.33923102	"20842"	1.40730932	"7726"	1.49544049	"9408"	1.79541668	"6714"	2.17162177	
"23415"	"3601"	2.39370197	"26398"	2.39505523	"22468"	2.49484165	"25811"	2.59076795	"9775"	3.11753351	"30619"	3.16367285	
"12892"	"10106"	1.02021365	"19330"	1.26127158	"14864"	1.39351235	"9138"	1.45753786	"28482"	2.06091478	"16125"	2.13341118	
"31324"	"16899"	1.08478709	"15154"	1.16335842	"31769"	1.38889031	"9983"	1.51778677	"5685"	2.01631357	"15860"	2.06031383	
"31260"	"30619"	0.55454632	"18540"	1.38578372	"5521"	1.52497779	"21019"	1.55915969	"22055"	1.58159604	"15452"	1.59866754	
"23482"	"5685"	1.17230927	"7151"	2.10794426	"20406"	2.14702135	"3341"	2.17580638	"25668"	2.20013113	"21335"	2.21233927	
"8311"	"12639"	3.61435169	"4644"	3.73982358	"14292"	3.93542566	"29001"	3.98805433	"5521"	4.06576556	"14575"	4.19449534	
"7166"	"6996"	2.25237773	"15583"	2.33769407	"19992"	2.34815967	"5961"	2.35865781	"15860"	2.45446326	"5955"	2.55119641	
"19161"	"26324"	1.60408844	"18279"	1.69028559	"1491"	1.81451789	"26474"	1.82174212	"21396"	1.85480064	"25875"	2.50991410	
"8644"	"7987"	1.22517359	"22379"	1.28223227	"24486"	1.54651622	"25398"	1.73259599	"31083"	2.12685011	"14864"	2.16735323	
"17158"	"23902"	2.25824506	"27193"	2.44473957	"25973"	2.48542793	"29352"	2.64372456	"2953"	2.72955364	"17951"	3.22559493	
"25370"	"19161"	1.68190629	"1491"	2.26959790	"26474"	2.32312196	"18279"	2.57926397	"21396"	2.59618588	"26324"	2.59836579	
"5430"	"16276"	1.43271893	"4617"	1.49599839	"3601"	2.26206001	"22196"	2.28409938	"6714"	2.30309286	"19906"	2.33105606	
"13064"	"26474"	2.20495190	"17702"	2.20626924	"15151"	2.22864843	"21407"	2.23649733	"24514"	2.28304418	"1491"	2.30619846	
"15234"	"20842"	2.25661768	"21336"	2.34109872	"8607"	2.42567368	"29352"	3.01733184	"7726"	3.22229988	"7064"	3.23148134	
"28042"	"23902"	1.22183592	"2953"	1.67273237	"10106"	2.17560423	"17158"	2.26090290	"19330"	2.31810794	"3350"	2.35080339	
"29902"	"25668"	0.31258095	"20406"	0.36920949	"18839"	0.37996393	"2486"	0.48339867	"9364"	1.24543595	"8184"	1.25675917	
"28488"	"29902"	2.12044207	"5571"	2.39297903	"25668"	2.42417689	"24514"	2.44893970	"29606"	2.47635006	"3963"	2.48386467	
"21776"	"1891"	0.31638457	"21059"	0.77816782	"20068"	1.40267870	"26324"	1.56892315	"29352"	1.66912932	"30752"	1.76860069	
"30689"	"8876"	0.22985737	"7029"	1.10285673	"18995"	1.40636530	"18534"	2.08106239	"6714"	2.10232692	"16276"	2.12953619	
"16680"	"6996"	0.21990337	"21699"	2.46094639	"7166"	2.47228111	"2953"	3.11001719	"19992"	3.12412144	"29052"	3.12868029	
"18620"	"3083"	2.29824012	"13329"	2.95969371	"20842"	3.27571805	"15442"	3.29536111	"15541"	3.40321370	"20016"	3.40904035	
"10862"	"11995"	0.11247377	"27319"	1.06966579	"14292"	1.15833559	"25969"	1.22767077	"5521"	1.28867549	"4603"	2.07270210	
"11217"	"28947"	0.51545904	"11154"	0.94879365	"29286"	1.37798845	"5550"	1.56230608	"12140"	1.58340629	"21207"	1.59163971	
"647"	"24669"	1.18099933	"21617"	1.56733320	"7064"	2.42449027	"12055"	2.60098303	"17290"	2.69649617	"20460"	3.15997778	
"16237"	"29679"	2.20650698	"4244"	2.22381080	"1971"	2.23346465	"22055"	2.27181660	"13276"	2.30920250	"13565"	2.31785645	
"28127"	"23053"	0.50290139	"19477"	1.18303383	"10407"	1.23892686	"11382"	1.33441714	"9983"	1.33880387	"21207"	1.36861289	
"204"	"5955"	2.53245134	"14248"	2.58855307	"13454"	2.61253942	"29001"	2.68267105	"12171"	2.72807390	"8917"	2.75094609	
"2327"	"24514"	2.07042304	"21407"	2.11311010	"15151"	2.12095900	"13565"	2.22109833	"5571"	2.24962971	"7578"	2.29312463	
"5303"	"6996"	0.07477233	"16680"	0.19263489	"7166"	2.30704347	"21699"	2.37035231	"23556"	3.05127182	"19992"	3.06851345	
"24872"	"13454"	2.02921677	"24180"	2.28362726	"14248"	2.53125735	"204"	2.58696167	"5955"	3.05451032	"13276"	3.05701857	
"23737"	"21"	0.29100534	"11154"	1.15058820	"31987"	1.62134453	"28947"	1.79179266	"1542"	1.93871130	"29286"	1.98150504	
"31378"	"11467"	4.20106682	"31925"	4.23670547	"10375"	4.24046012	"4786"	4.30883849	"22670"	5.05962669	"23902"	5.07724605	
"15060"	"17674"	2.25743190	"4244"	3.16077115	"29679"	3.17807497	"21324"	3.18283077	"13276"	3.19104493	"6094"	3.21395290	
"2402"	"4514"	2.06064672	"29052"	2.06388049	"13565"	2.07099436	"23556"	2.15288391	"19992"	2.17048016	"20444"	2.45613295	
"20946"	"5961"	1.14786670	"15860"	1.27106940	"19992"	2.16476581	"15583"	2.16771928	"7166"	2.21079111	"27890"	2.21204238	
"24489"	"28898"	0.35905872	"13276"	1.14738982	"28325"	1.28316442	"10349"	1.29812238	"29679"	1.30487986	"31769"	1.54865735	
"4426"	"18839"	2.00104860	"15151"	2.00397804	"3963"	2.01549273	"24514"	2.05041770	"28127"	2.07154172	"2486"	2.10448334	
"12802"	"15860"	1.17911710	"15674"	2.17287925	"24180"	2.37764348	"20946"	2.45018651	"5961"	2.50170590	"7166"	2.63358037	
"7263"	"18540"	0.10736251	"15452"	1.20250111	"30619"	1.24872785	"16276"	1.26767604	"22055"	1.32945383	"21019"	1.34783381	
"1871"	"27973"	1.19482612	"8184"	1.25046028	"32378"	1.47636839	"9364"	2.04795763	"19477"	2.06652453	"28127"	2.11650930	
"12778"	"801"	1.18334286	"8433"	1.23788140	"22196"	2.11250315	"19906"	2.16004613	"10079"	2.16785028	"5571"	2.18906062	
"2096"	"24514"	0.60045998	"5571"	0.64654013	"21407"	0.64700682	"15151"	0.65485572	"7578"	0.76981322	"7987"	1.38768584	
"7291"	"25973"	1.36856504	"3350"	2.22404456	"27193"	2.22583587	"20460"	2.27874009	"17158"	2.32094451	"11382"	2.40875671	
"1764"	"2402"	2.22913411	"8009"	2.27975505	"21699"	3.14129231	"16899"	3.15311552	"13565"	3.15813974	"5685"	3.16160389	
"21632"	"25398"	0.62285623	"10106"	1.56941171	"24486"	1.69928464	"8644"	1.70071362	"19330"	1.83786690	"22379"	1.95554863	
"9609"	"23902"	1.18554872	"21644"	1.28595731	"28042"	1.34240964	"16276"	2.17131484	"3350"	2.21247538	"18540"	2.27238080	
"3251"	"11382"	2.12040342	"11781"	2.14679096	"12892"	2.16864188	"12140"	2.17038082	"12479"	2.22536052	"17702"	2.30581552	
"2321"	"1971"	1.15261899	"12778"	1.15427329	"6094"	1.19260217	"25600"	1.21113944	"4244"	1.24446463	"1484"	1.36379053	
"28411"	"8009"	0.13328873	"5685"	2.04253484	"7151"	2.05404522	"1764"	2.14646631	"10804"	2.15803918	"21335"	2.34787096	
"24338"	"20068"	1.10672034	"20084"	1.17150196	"8184"	1.45232923	"32378"	1.87001816	"10106"	2.15365273	"5550"	2.23184508	
"26349"	"25398"	0.69898212	"21632"	0.74873240	"24486"	1.17341695	"10106"	1.39150967	"8644"	1.48637494	"22379"	1.53067328	
"31689"	"28127"	1.34470867	"17951"	1.56691819	"11382"	1.67912581	"23053"	1.84761006	"21825"	2.09079822	"9983"	2.14785673	
"3343"	"7064"	1.23375867	"26398"	1.36653039	"19244"	1.40005201	"4603"	2.09706115	"10862"	2.11849809	"11995"	2.14878009	
"3196"	"6714"	2.31678460	"10079"	2.48840638	"16899"	3.05012949	"15154"	3.06307999	"7263"	3.07127294	"18839"	3.08835286	
"25772"	"801"	1.19574849	"2321"	1.24903256	"1484"	1.30670064	"4244"	1.49349719	"29092"	1.78440501	"15541"	2.08659382	
"25312"	"13168"	3.42065366	"28325"	3.46976627	"13565"	3.54472780	"29679"	3.62868001	"12839"	3.86943009	"20444"	3.87507187	
"305"	"31925"	2.21371247	"31378"	3.38796590	"27193"	3.43487161	"21644"	3.50211376	"11467"	3.50699971	"4786"	4.07912741	
"25132"	"3601"	2.23358490	"16276"	3.25383845	"19906"	3.37312494	"18995"	3.44513211	"7129"	3.47360575	"5430"	3.48500292	
"23529"	"26349"	1.32598473	"25398"	1.37299738	"21632"	1.47055308	"1891"	2.12407923	"24486"	2.25612881	"20084"	2.26091818	
"20327"	"28908"	1.37964206	"16899"	2.06240578	"28898"	2.07949606	"31324"	2.11979561	"13276"	2.16807632	"15154"	2.17561527	
"15513"	"20444"	1.07002285	"23556"	1.26062345	"19992"	1.27786507	"4514"	1.35286063	"31324"	1.36229072	"29052"	1.37534704	
"5053"	"18540"	1.26909081	"16276"	1.29746293	"7263"	1.29871460	"3343"	2.12264760	"9609"	2.22818890	"31260"	2.33284581	
"265"	"2486"	1.08467967	"15151"	1.18518497	"18839"	1.18811441	"21407"	1.19303387	"20406"	1.19886885	"24514"	1.23958072	
"14594"	"15674"	1.65661035	"31324"	1.68373903	"15860"	1.69024547	"12802"	2.51626889	"25973"	2.63459804	"13454"	2.63586286	
"15878"	"28127"	2.15777844	"23053"	2.50419211	"30955"	2.67697479	"22670"	3.04571920	"19756"	3.10240700	"19477"	3.18637446	
"12565"	"30352"	1.24680934	"30752"	1.81026512	"16666"	2.03924010	"21776"	2.04166443	"16605"	2.04234045	"28947"	2.20516194	
"14986"	"12055"	1.14149536	"11986"	2.22081779	"23074"	2.34987761	"22544"	2.52263338	"204"	2.58616814	"26892"	3.08641142	
"23003"	"28127"	0.21510925	"23053"	0.59391458	"19477"	1.17200621	"10407"	1.23544746	"9983"	1.24779068	"31689"	1.25369548	
"1784"	"23003"	0.09442865	"28127"	0.19299006	"23053"	0.55890516	"19477"	1.13699678	"21207"	1.22053502	"10407"	1.22783530	
"11441"	"18540"	1.52891241	"7263"	1.55853620	"31260"	1.65333277	"30619"	1.69767501	"15452"	1.73230709	"22055"	1.88799003	
"25888"	"7064"	0.21762501	"3343"	1.20791448	"21617"	1.36046794	"18995"	1.57149630	"8876"	2.09361851	"26398"	2.15861591	
"26948"	"26398"	2.04584286	"25888"	2.14323428	"28787"	2.20685706	"8876"	2.23685279	"7064"	2.23877428	"30689"	2.41040610	
"7666"	"18534"	2.05925087	"21617"	2.17276153	"8648"	2.37209825	"7039"	2.38794142	"18639"	2.53780471	"10862"	3.03054745	
"11414"	"5303"	1.20654029	"6996"	1.25391536	"16680"	1.26973711	"10118"	2.13721849	"20946"	2.18493148	"21699"	2.27340106	
"27628"	"7151"	1.41445521	"22196"	2.05473686	"12778"	2.06249509	"4514"	2.39318343	"11516"	2.46832103	"23556"	2.50190747	
"27527"	"8917"	1.13028272	"29001"	1.14251017	"15583"	1.23531593	"5955"	1.24673665	"12171"	1.26942980	"11441"	1.69274196	
"9540"	"14986"	2.16222660	"19906"	2.25028690	"24669"	2.37185519	"204"	2.51955238	"27527"	2.53360822	"11428"	2.69459599	
"4741"	"28325"	0.06657501	"29679"	0.30768054	"28898"	1.10493012	"13454"	1.14223772	"13276"	1.17003953	"10349"	1.24612853	
"22696"	"3343"	2.27599014	"26398"	2.30788256	"21617"	2.45494008	"19244"	2.52899935	"9775"	3.07729114	"19906"	3.12895002	
"3347"	"22696"	1.29805460	"26398"	2.10619104	"7666"	2.34464317	"3343"	2.35670242	"21617"	2.44585424	"19244"	2.61389729	
"1088"	"28325"	1.09762016	"10349"	1.10229924	"13276"	1.15099099	"4741"	1.16419518	"31324"	1.17942266	"28898"	1.21433078	
"32216"	"12778"	1.19115301	"21815"	2.12122127	"27628"	2.12865792	"22196"	2.13987434	"7029"	2.14880793	"801"	2.18397067	
"1125"	"18534"	1.12627665	"18995"	1.41076323	"7666"	2.15813026	"11995"	2.16282317	"30689"	2.17465233	"7029"	2.17546825	
"10908"	"340"	1.42488594	"32378"	1.42726715	"8184"	1.53012616	"30752"	2.06607827	"19330"	2.13616773	"31329"	2.15935198	
"29495"	"7291"	3.10201224	"18116"	3.21265568	"8581"	3.26828277	"12572"	3.26909502	"26948"	3.33466994	"3347"	3.34022360	
"19895"	"25600"	2.20262410	"1971"	2.27170419	"19992"	2.27334021	"5955"	2.29214435	"6094"	2.35979038	"15583"	2.40573175	
"9227"	"14292"	2.16358370	"18639"	2.51250536	"10862"	3.03264536	"4603"	3.07795020	"11995"	3.07982841	"16276"	3.10090986	
"23779"	"30352"	1.10479066	"12565"	1.35160001	"9364"	1.53777642	"31329"	1.65397963	"9138"	2.07025736	"23053"	2.10342669	
"26880"	"22670"	2.12306356	"12780"	2.17989626	"18839"	2.19247515	"29902"	2.22067447	"19756"	2.24379251	"2486"	2.29590989	
"10129"	"12839"	2.10349974	"20946"	2.14870960	"19992"	2.23411604	"23556"	2.24427167	"15513"	2.28920612	"8009"	2.31833844	
"15874"	"2486"	0.43942473	"18839"	0.48806495	"29902"	0.53926177	"20406"	0.58101117	"25668"	0.66816925	"20084"	1.15348922	
"22473"	"26553"	1.65931382	"15674"	2.20255541	"13454"	2.23615248	"15860"	2.25111207	"7039"	2.28830263	"24180"	2.49420200	
"20671"	"23529"	0.45940799	"26349"	1.38712468	"25398"	1.83240537	"21632"	1.90256382	"9364"	2.06665908	"3251"	2.15732661	
"20750"	"17674"	1.26656016	"21335"	1.37309289	"1484"	1.42305153	"9408"	1.63319889	"29092"	1.69667427	"8433"	2.05784467	
"31509"	"21617"	2.16510888	"4617"	2.27136210	"24669"	2.46170275	"647"	2.54066127	"6714"	3.13550050	"7666"	3.14608960	
"13364"	"8009"	1.07061329	"28411"	1.09415989	"7151"	1.12174731	"5685"	1.13669473	"10804"	1.25219907	"10129"	1.30385438	
"3848"	"9609"	0.15684847	"23902"	1.13831556	"28042"	1.18556117	"21644"	1.44280579	"16276"	2.11653346	"3350"	2.16524222	
"16949"	"13454"	0.24200379	"28325"	1.26251106	"4741"	1.26414963	"29679"	1.40744661	"29001"	2.11707764	"27527"	2.15055790	
"7252"	"10129"	0.05713647	"13364"	1.30486163	"20946"	2.09908944	"12839"	2.16063622	"15513"	2.23206964	"19992"	2.26385526	
"15671"	"24514"	1.06058452	"4426"	1.08360497	"18839"	1.08465357	"15151"	1.08758301	"28127"	1.10035217	"10407"	1.13857468	
"11927"	"7029"	1.08587424	"8876"	1.10328583	"19906"	1.11217574	"30689"	1.12657153	"21617"	1.21381431	"24669"	1.27456036	
"31679"	"7163"	2.55486857	"21617"	3.33123029	"7666"	3.43244136	"18639"	3.64576033	"21699"	3.66729805	"5961"	3.67862722	
"12510"	"18839"	0.11047014	"2486"	0.21390488	"25668"	0.26141497	"20406"	0.26298101	"29902"	0.27565577	"15874"	0.40675428	
"7385"	"10804"	1.04475155	"5685"	1.19590848	"13364"	1.29695063	"21335"	1.41905282	"20750"	2.04595993	"15154"	2.07421062	
"20078"	"12510"	1.02242649	"24514"	1.05403307	"1871"	1.07750309	"15671"	1.08874323	"18839"	1.10549938	"15151"	1.10842881	
"4399"	"29052"	0.52312199	"16899"	1.46541468	"4514"	1.49259608	"15154"	1.54398602	"23556"	1.58483327	"10672"	1.59189370	
"31163"	"1784"	0.35873897	"28127"	0.44968823	"23003"	0.45316763	"23053"	0.45943893	"21207"	1.27790414	"11382"	1.29095469	
"16590"	"29495"	2.18153230	"26948"	2.37921594	"26398"	2.39459757	"27527"	2.47901220	"14594"	2.67650075	"11441"	2.69037982	
"5253"	"5303"	1.23472005	"16680"	1.28500458	"6996"	1.28938579	"15860"	2.08730027	"4514"	2.09121103	"2402"	2.09244379	
"20030"	"16680"	2.07857973	"5303"	2.14145242	"6996"	2.19611816	"19244"	2.55048355	"2953"	3.03143746	"26398"	3.23288073	
"31754"	"6996"	0.10544858	"16680"	0.15527112	"5303"	0.18022091	"11414"	1.35936394	"5253"	1.37463142	"20030"	2.13148590	
"21538"	"26349"	0.29286297	"25398"	0.62529723	"21632"	0.69545567	"10106"	1.12604396	"20671"	1.20710814	"8644"	1.21392013	
"13491"	"15452"	0.18090052	"21019"	0.31463988	"5955"	1.00336044	"7263"	1.03319393	"18540"	1.12896309	"30619"	1.27032843	
"10413"	"13491"	2.09742747	"15452"	2.27832800	"21019"	2.37404774	"5961"	2.45422622	"21617"	2.45824109	"7263"	3.07582689	
"26897"	"17822"	2.19175140	"4942"	2.27570014	"17951"	2.30079762	"22934"	2.30435254	"16125"	3.08484162	"31987"	3.09542893	
"4632"	"19992"	0.22352802	"15513"	1.08173431	"20444"	1.12435990	"23556"	1.23368365	"14412"	1.31071886	"29052"	1.32100999	
"6209"	"25600"	2.18288503	"1088"	2.29388288	"7751"	2.43806274	"18116"	2.45040756	"26648"	2.52284124	"1971"	3.12436459	
"28875"	"27467"	3.38939921	"18620"	3.68560957	"9408"	3.72040514	"21815"	3.72116687	"24338"	3.73620353	"20084"	3.77368547	
"9921"	"20016"	2.47815359	"18116"	2.50535762	"1088"	2.53244422	"14248"	3.36254133	"26648"	3.36512143	"4741"	3.36824904	
"11698"	"7666"	2.17491305	"4603"	2.20864979	"22696"	2.38123809	"3347"	2.51955623	"21617"	3.07370198	"18534"	3.12457489	
"25240"	"5685"	2.18959894	"4244"	2.28710875	"7129"	2.41968969	"10129"	2.43703253	"7252"	2.46677175	"21336"	2.53815693	
"6226"	"31925"	2.42097549	"305"	3.23466028	"27193"	3.24179775	"21644"	3.37508056	"19906"	4.15658127	"20460"	4.18480496	
"572"	"10106"	1.05419390	"16125"	1.08640089	"31987"	1.22585511	"28947"	1.23191968	"9364"	1.26709364	"8184"	1.27781546	
"13090"	"16605"	2.36391192	"25370"	2.48532890	"21776"	2.56827093	"21059"	2.59345852	"1891"	2.59742870	"12565"	2.60993537	
"15555"	"29052"	0.36370057	"4399"	0.70437217	"4514"	1.23917334	"20444"	1.27924764	"1971"	1.28142020	"15513"	1.34927049	
"13580"	"19992"	2.24786727	"4632"	2.36935448	"7166"	2.49398613	"27628"	2.62248184	"13482"	3.23181772	"14412"	3.28312541	
"11036"	"1871"	1.08128524	"27973"	1.18180098	"12892"	1.23965557	"8184"	1.33174552	"265"	1.39760762	"32378"	1.50285911	
