ID	1st	1st dist	2nd	2nd dist	3rd	3rd dist	4th	4th dist	5th	5th dist	6th	6thdist
"20068"	"29246"	1.00151768	"24338"	1.00364001	"11190"	1.00418555	"9201"	1.00666831	"819"	1.00732583	"13350"	1.00792280	
"30339"	"5197"	1.06506631	"13925"	1.41935627	"9837"	1.45388858	"26151"	1.48092704	"22670"	1.73554330	"21308"	1.73571580	
"15100"	"21048"	1.04620131	"16996"	1.09161157	"30082"	1.09319269	"7139"	1.10922202	"11534"	1.18207332	"29752"	1.20263451	
"13168"	"2225"	0.18123521	"14000"	1.41481472	"20750"	1.41591835	"11036"	1.41612294	"14455"	1.41657432	"22790"	1.41806273	
"21336"	"1588"	0.22024699	"15329"	1.00371411	"25484"	1.01652539	"1090"	1.02280043	"12633"	1.02574350	"21397"	1.02927394	
"4931"	"1520"	1.10043808	"14408"	1.41784927	"23532"	1.42039524	"21715"	1.42216371	"14374"	1.42367749	"7800"	1.42415428	
"18540"	"6291"	0.07294119	"7263"	0.07875366	"1266"	0.10605715	"30178"	0.24808775	"20683"	0.45556377	"30869"	1.00012531	
"7726"	"29916"	0.21523032	"1502"	1.00350038	"20357"	1.01816027	"6010"	1.02164915	"25315"	1.02699056	"14112"	1.03505495	
"31142"	"1125"	1.41930065	"17851"	1.42761961	"25505"	1.73279851	"17150"	1.73316667	"8584"	1.73342917	"29802"	1.73606294	
"19460"	"5756"	0.43351291	"26861"	0.43629311	"4097"	0.45023037	"2213"	0.48062066	"28824"	0.48335159	"24738"	0.50698743	
"16666"	"31448"	0.33941279	"16462"	1.01734296	"13871"	1.01760506	"9084"	1.02484035	"20165"	1.03452172	"19616"	1.03631915	
"13027"	"5754"	1.15900848	"3737"	1.16359798	"4607"	1.17529233	"16751"	1.18000242	"4686"	1.20401383	"21726"	1.22376094	
"28482"	"13039"	0.16732740	"16964"	1.00076608	"26861"	1.00143844	"5756"	1.00437968	"4097"	1.00488345	"22184"	1.00610528	
"11781"	"16697"	0.01802090	"23962"	0.24417751	"15761"	0.24585543	"25289"	0.44046223	"24401"	1.00163581	"11900"	1.00204860	
"9326"	"433"	1.02031206	"15442"	1.05273461	"25231"	1.42978604	"6201"	1.43025027	"2071"	1.43113194	"16999"	1.43302100	
"5521"	"28075"	0.08722510	"21760"	1.00125098	"18238"	1.00468744	"16816"	1.00571883	"26785"	1.01170448	"17775"	1.01287879	
"5571"	"13487"	0.09501006	"10179"	0.12133139	"10825"	0.12301433	"21407"	0.12551392	"31549"	0.12764550	"3819"	0.12922807	
"15595"	"8648"	1.42129716	"4840"	1.42601513	"21486"	1.73505643	"146"	1.73560456	"31898"	1.73573420	"21260"	1.73937360	
"8184"	"13728"	0.09057274	"17626"	0.09558777	"23486"	0.13899896	"13350"	0.15809358	"747"	0.16521520	"3436"	0.16966595	
"6996"	"28856"	0.05284182	"5303"	0.05377548	"31754"	0.08745493	"13111"	0.09856271	"13526"	0.11407789	"11527"	0.12609943	
"21815"	"27892"	1.01076281	"14808"	1.10932783	"15976"	1.41673851	"17184"	1.41999467	"6705"	1.42013978	"23235"	1.42784756	
"1542"	"1334"	0.40361096	"6891"	0.55248471	"7024"	0.57504684	"14367"	0.59323696	"18044"	0.62576277	"12713"	0.67327431	
"22670"	"5561"	1.01934386	"12780"	1.02067733	"31597"	1.41533074	"26477"	1.41592213	"5359"	1.41776809	"29416"	1.42273786	
"11382"	"20796"	0.12513515	"13788"	0.24932744	"28579"	0.26479082	"26988"	0.30739809	"17829"	1.00039146	"20080"	1.00043120	
"13227"	"32023"	1.01239576	"5534"	1.01561036	"8825"	1.08348874	"29355"	1.42175526	"32530"	1.42281917	"12475"	1.42347542	
"26553"	"3363"	1.05883492	"16816"	1.08026010	"13686"	1.08305664	"6918"	1.08605683	"2986"	1.08842996	"17150"	1.41680110	
"29718"	"12140"	1.41822262	"20201"	1.42950779	"14911"	1.43433261	"12949"	1.43689077	"3251"	1.73208742	"12660"	1.73226363	
"9138"	"19221"	1.00852293	"5380"	1.01475883	"19771"	1.01804178	"16500"	1.01873525	"28101"	1.01883163	"17249"	1.01927973	
"31083"	"23878"	0.07308087	"10047"	0.09891728	"24038"	0.11907723	"24614"	0.12845226	"30972"	0.13469417	"21714"	0.21300481	
"23556"	"22790"	0.21729595	"30454"	0.22496604	"31070"	1.00833411	"29737"	1.00855169	"19587"	1.00986243	"2261"	1.01102034	
"22196"	"11516"	0.32892549	"13466"	1.03588322	"27539"	1.04320439	"8912"	1.04471804	"11213"	1.11993365	"27628"	1.41471417	
"1709"	"21504"	1.42331315	"20327"	1.73303232	"13466"	1.73469600	"12945"	1.73582460	"21809"	1.73746020	"15698"	1.73863956	
"12780"	"22670"	1.02067733	"572"	1.41678920	"25510"	1.42510773	"31597"	1.42581185	"29416"	1.42884433	"26477"	1.43010253	
"15452"	"4432"	0.10952629	"4221"	0.11197406	"13491"	0.13608486	"18408"	0.19866086	"152"	0.20039062	"21019"	0.21783657	
"18116"	"16784"	1.00234357	"16009"	1.01341589	"19846"	1.01347729	"15262"	1.01523117	"22629"	1.01556698	"18002"	1.02141010	
"22577"	"18898"	1.73537044	"19096"	1.73820593	"9649"	1.73832362	"4502"	1.74092018	"20123"	1.75706318	"8288"	1.75940636	
"29606"	"18287"	0.12468968	"30793"	0.34300877	"23371"	0.43280046	"9092"	1.00171595	"7404"	1.00209937	"28355"	1.00264135	
"19992"	"1322"	0.05108331	"814"	0.15645280	"4632"	0.16736495	"28985"	0.17198476	"21385"	0.22906386	"13443"	0.23500701	
"13851"	"26096"	1.41886236	"166"	1.42140000	"6394"	1.43290788	"4280"	1.73339085	"27783"	1.73358901	"32428"	1.73393755	
"17525"	"24489"	1.41930852	"31836"	1.42826672	"28898"	1.43051178	"31200"	1.73532159	"32020"	1.73952654	"7253"	1.73985674	
"1891"	"21776"	0.20129432	"22680"	0.31969342	"5072"	0.33825849	"4615"	0.39157737	"21059"	0.39312856	"12613"	0.54907712	
"8433"	"17167"	0.04138859	"19058"	0.06903297	"13621"	0.07994436	"28148"	0.08738222	"1699"	0.09320680	"7835"	0.14356074	
"12839"	"20444"	1.03584104	"11992"	1.10514787	"1747"	1.12278967	"11999"	1.41639442	"21754"	1.42069739	"16317"	1.42092552	
"6393"	"29904"	1.00993180	"18835"	1.41915162	"25231"	1.41968871	"2057"	1.42219320	"27138"	1.42233595	"30945"	1.42350841	
"26892"	"846"	1.00222116	"6480"	1.00784950	"5927"	1.00862360	"19453"	1.01013834	"12304"	1.01818323	"11585"	1.02164005	
"4942"	"28257"	0.28400477	"31476"	0.44199605	"31193"	1.00038147	"23584"	1.00049570	"5087"	1.00055883	"18648"	1.00099524	
"25969"	"30582"	0.09139347	"12887"	0.12617946	"4073"	1.00332743	"17775"	1.00482424	"29409"	1.00615250	"30954"	1.00683297	
"17674"	"29981"	0.17944400	"14967"	1.00621960	"18080"	1.00745102	"30698"	1.01030358	"28655"	1.01385400	"18586"	1.01517814	
"21407"	"32309"	0.05213103	"3323"	0.08612756	"5571"	0.12551392	"24514"	0.13388619	"25971"	0.13420042	"13487"	0.13743045	
"5550"	"5014"	0.11569639	"1022"	0.13494061	"15680"	0.16669266	"31371"	0.21932178	"22669"	0.22213211	"28273"	0.22436772	
"20460"	"14879"	1.00009396	"12356"	1.01215716	"19467"	1.04266656	"1518"	1.07235294	"9685"	1.07751677	"9423"	1.08616035	
"10079"	"21254"	0.18494598	"9421"	0.24655973	"27892"	1.01933948	"16276"	1.02373236	"4955"	1.03349743	"24147"	1.03363452	
"23415"	"31420"	1.41635442	"21238"	1.42390076	"26267"	1.42827162	"9169"	1.42836384	"26227"	1.42874513	"11652"	1.42905820	
"12892"	"19925"	0.22810235	"10106"	1.00011504	"17547"	1.00249258	"8636"	1.00572564	"3468"	1.00638418	"1538"	1.00642613	
"31324"	"17262"	0.15321231	"25522"	0.16606297	"26933"	1.00087689	"5639"	1.00101676	"1088"	1.00573056	"5305"	1.00662596	
"31260"	"26785"	0.28963454	"30619"	0.34015614	"21760"	0.36447674	"18238"	0.40387268	"17253"	1.01632991	"30811"	1.02039435	
"23482"	"22127"	0.23326667	"13677"	1.00130251	"19164"	1.00409047	"28103"	1.00618320	"5685"	1.00918694	"19959"	1.01036578	
"8311"	"13331"	1.42139282	"2170"	1.44579264	"20850"	1.46433901	"2155"	1.56857001	"27821"	1.58926668	"19046"	1.74755815	
"7166"	"19561"	0.33978157	"28863"	1.00177602	"21559"	1.00603130	"4417"	1.00614349	"24624"	1.01123752	"18475"	1.02208366	
"19161"	"19757"	0.50103869	"13704"	0.55644935	"1447"	0.57681139	"21843"	0.68158554	"29264"	1.01500570	"12331"	1.05107551	
"8644"	"13235"	0.49720712	"20774"	0.49785451	"6767"	0.52977806	"21147"	1.00587055	"5297"	1.00844373	"21538"	1.00868967	
"17158"	"27630"	1.01359100	"16253"	1.02111980	"15430"	1.02204004	"24570"	1.02487335	"25256"	1.02966019	"22006"	1.05022172	
"25370"	"14597"	0.13465369	"19757"	1.01326859	"21980"	1.02186366	"1447"	1.02858108	"13704"	1.04594449	"19161"	1.09252695	
"5430"	"27097"	0.31933257	"8630"	1.01197302	"4822"	1.01668557	"16276"	1.02385027	"12095"	1.03112850	"30869"	1.04048835	
"13064"	"24931"	1.04902025	"1024"	1.05181154	"3695"	1.06053286	"19570"	1.10363238	"2905"	1.11287886	"21048"	1.14519820	
"15234"	"30605"	1.00168987	"25484"	1.02143768	"15329"	1.04678626	"23483"	1.41594835	"7248"	1.41763731	"27426"	1.41812044	
"28042"	"22329"	0.17443517	"31713"	0.46088261	"26064"	1.00831828	"28936"	1.06065361	"8593"	1.06140450	"15524"	1.07231842	
"29902"	"27038"	0.06001485	"32099"	0.09416788	"8016"	0.10870989	"4342"	0.10875887	"12753"	0.11279528	"1060"	0.14390810	
"28488"	"3674"	1.00820089	"11620"	1.02607862	"23914"	1.03480542	"6970"	1.03533444	"29433"	1.04764187	"27475"	1.05736274	
"21776"	"1891"	0.20129432	"5072"	0.23155338	"4615"	0.27996153	"22680"	0.33069960	"21059"	0.39360151	"12613"	0.52141690	
"30689"	"13774"	0.15908965	"8876"	0.16155979	"14318"	0.16632965	"10000"	0.17162765	"10941"	0.26847595	"4822"	1.00242746	
"16680"	"13526"	0.07008408	"5929"	0.10261751	"7964"	0.10317699	"11527"	0.10578390	"31280"	0.11545909	"31754"	0.12677162	
"18620"	"19651"	1.01341050	"25763"	1.41588966	"13285"	1.41826740	"11507"	1.42596147	"3083"	1.42640386	"3783"	1.42997880	
"10862"	"6595"	0.06035247	"11995"	0.08236306	"17775"	0.15658672	"14511"	0.21858613	"6512"	0.31571712	"27319"	1.00125177	
"11217"	"15910"	0.24760585	"6456"	0.25862109	"28947"	0.28689810	"26976"	0.31920570	"27863"	0.33687651	"26039"	0.36656292	
"647"	"31725"	0.24701305	"3088"	0.36704739	"24669"	1.00552220	"29216"	1.03660717	"14041"	1.03662611	"13357"	1.03868631	
"16237"	"21809"	1.02850542	"15698"	1.02978198	"12945"	1.03446429	"12649"	1.03447979	"11168"	1.04935879	"6010"	1.06358382	
"28127"	"8398"	0.01820298	"8369"	0.06019557	"9909"	0.08115807	"9009"	0.09276519	"13253"	0.09609288	"17552"	0.09944088	
"204"	"8808"	1.05797092	"26542"	1.06258158	"12104"	1.06347454	"30713"	1.06623310	"16090"	1.08367059	"22518"	1.10000140	
"2327"	"949"	1.00562043	"29543"	1.00609775	"27946"	1.41466244	"9865"	1.41483539	"2321"	1.41511980	"25509"	1.41532539	
"5303"	"28856"	0.00881897	"13111"	0.04496457	"6996"	0.05377548	"13526"	0.08280330	"5929"	0.10957915	"31754"	0.11971845	
"24872"	"24493"	1.41556062	"5841"	1.42555339	"24075"	1.43499196	"17728"	1.73235690	"31836"	1.73297190	"15674"	1.73318942	
"23737"	"21"	0.17780868	"18013"	0.21457801	"18063"	0.22808155	"21343"	1.00281646	"11154"	1.00606000	"8203"	1.00807214	
"31378"	"26608"	1.74945562	"22877"	1.74966607	"305"	1.75400352	"13786"	1.77218536	"18439"	10.2481238	"5795"	10.2481615	
"15060"	"25944"	1.01097134	"29981"	1.41564107	"17674"	1.42391901	"28598"	1.42458832	"31673"	1.42534628	"3447"	1.42739068	
"2402"	"37"	1.00145344	"14197"	1.00248380	"5853"	1.01536485	"3844"	1.05580799	"4514"	1.41505893	"10175"	1.41527439	
"20946"	"5782"	1.00156096	"1479"	1.00165368	"21944"	1.00194603	"24624"	1.00360671	"18475"	1.00413492	"4417"	1.00567959	
"24489"	"31836"	0.11228586	"28898"	0.21153316	"32020"	1.00268170	"7253"	1.00293334	"13276"	1.00604139	"9099"	1.01318470	
"4426"	"15671"	1.00195305	"23359"	1.00608906	"22547"	1.02799949	"5320"	1.03792256	"1320"	1.04334127	"15995"	1.04393709	
"12802"	"15860"	1.00693159	"8243"	1.00890526	"2929"	1.01120323	"1346"	1.01274441	"21897"	1.01315191	"20215"	1.01953119	
"7263"	"1266"	0.05638730	"18540"	0.07875366	"6291"	0.12335109	"30178"	0.19655207	"20683"	0.51798541	"26909"	1.00157015	
"1871"	"9260"	0.28403852	"4633"	0.43276043	"4471"	1.00031435	"28586"	1.00140503	"11036"	1.00182559	"13728"	1.00280036	
"12778"	"23719"	0.05338801	"10260"	0.08610481	"22676"	0.08676424	"16959"	0.10241952	"32209"	0.33609550	"13621"	1.00284114	
"2096"	"10825"	0.34385813	"2646"	0.34435386	"31549"	0.34580685	"26733"	0.34771265	"10179"	0.35070571	"20075"	0.35553299	
"7291"	"21606"	1.01637871	"26136"	1.02280681	"22324"	1.02304868	"25973"	1.02466950	"25795"	1.02516662	"27630"	1.06887070	
"1764"	"24421"	1.02494068	"10757"	1.06908059	"13686"	1.41644331	"14197"	1.41683452	"28411"	1.41704652	"30954"	1.41773356	
"21632"	"27724"	0.34326020	"1762"	0.37108546	"21538"	0.42670834	"6511"	0.42750617	"26349"	0.44472662	"21147"	0.45784052	
"9609"	"3848"	0.11582213	"29703"	0.18366220	"11683"	0.29948945	"15886"	1.01092378	"21644"	1.01115766	"28451"	1.01365573	
"3251"	"1494"	1.01479720	"11156"	1.04923237	"2744"	1.12178681	"20242"	1.13896825	"6793"	1.41451283	"16868"	1.41471217	
"2321"	"9865"	0.09053794	"12332"	0.12788515	"9460"	0.16374105	"14365"	0.23861330	"5707"	0.25378155	"18821"	0.25989461	
"28411"	"29825"	0.07336333	"8009"	0.07737650	"10225"	1.00176119	"13364"	1.00179913	"9730"	1.00241483	"4351"	1.00414353	
"24338"	"29246"	0.10309579	"24618"	0.35782210	"11190"	1.00102629	"20068"	1.00364001	"819"	1.00562217	"13350"	1.01086288	
"26349"	"1762"	0.12638052	"20725"	0.13872185	"21538"	0.20510254	"21147"	0.21961516	"6511"	0.23381680	"27724"	0.25145249	
"31689"	"24454"	0.18738688	"3094"	0.28900516	"22476"	0.29298919	"20807"	0.37300520	"3761"	1.00457327	"4088"	1.00462672	
"3343"	"17993"	1.00541366	"25888"	1.01018616	"8584"	1.01063494	"7064"	1.01195826	"32428"	1.01199244	"18389"	1.01642031	
"3196"	"23964"	1.00035529	"365"	1.04777936	"32530"	1.41520002	"30726"	1.41560717	"21195"	1.41660438	"27831"	1.41740197	
"25772"	"27099"	0.41207894	"801"	1.01215400	"2321"	1.01396533	"27970"	1.01487150	"12332"	1.02027893	"9865"	1.02088357	
"25312"	"11992"	1.44224011	"24823"	1.44395439	"3391"	1.75513437	"14367"	1.75621582	"31819"	1.75631595	"4741"	1.75647608	
"305"	"8671"	1.42366745	"31925"	1.42835331	"924"	1.43854569	"7934"	1.43856007	"11573"	1.44057259	"9533"	1.44396708	
"25132"	"1869"	1.41594069	"19545"	1.41702044	"27504"	1.41717363	"17531"	1.42222739	"3601"	1.42587600	"3435"	1.43073313	
"23529"	"1799"	0.30565129	"20671"	0.43886137	"13795"	0.48616871	"11201"	0.49420810	"27102"	0.50777406	"11377"	1.00936603	
"20327"	"10552"	1.01366670	"2935"	1.02477989	"28908"	1.03719411	"4420"	1.04247801	"29305"	1.41453697	"13466"	1.41570057	
"15513"	"19126"	0.21666882	"26933"	0.26996634	"2265"	1.01166674	"22987"	1.02141596	"30692"	1.02858520	"31324"	1.03088323	
"5053"	"22311"	1.00442759	"4955"	1.00828489	"1266"	1.01054620	"16276"	1.01506906	"7263"	1.01536416	"18540"	1.01553135	
"265"	"9669"	0.06858479	"10112"	0.20604962	"25251"	0.22320722	"20358"	0.29394848	"19659"	0.30802717	"383"	1.00051997	
"14594"	"14611"	0.51184792	"5305"	0.56098554	"7888"	0.81654397	"17262"	1.12436855	"21555"	1.14209784	"10002"	1.14568755	
"15878"	"28336"	1.00577006	"969"	1.01405141	"23736"	1.03800117	"21194"	1.41501892	"30859"	1.41533018	"3446"	1.41564190	
"12565"	"1378"	1.01062306	"18158"	1.01821472	"27169"	1.02020525	"2755"	1.04463716	"31694"	1.04706176	"28492"	1.04879774	
"14986"	"23104"	0.06158918	"32103"	0.16172765	"12055"	1.00335948	"26116"	1.00747989	"26542"	1.02067878	"12269"	1.41561306	
"23003"	"1784"	0.06060854	"3626"	0.07140037	"31162"	0.08549167	"8827"	0.08932555	"13435"	0.08984062	"12962"	0.09268530	
"1784"	"23003"	0.06060854	"22009"	0.07003824	"13435"	0.08512814	"8827"	0.08840547	"17552"	0.08938084	"2584"	0.09936915	
"11441"	"31572"	0.30208360	"31420"	0.43556054	"22341"	1.02703804	"19695"	1.05238282	"23658"	1.08376486	"12462"	1.09810262	
"25888"	"12298"	0.10107756	"7064"	0.15496543	"32428"	0.16344636	"17993"	0.18235905	"8584"	0.24735959	"1966"	0.25554121	
"26948"	"24883"	1.03193000	"3295"	1.03569324	"12744"	1.07218226	"26398"	1.41462683	"30016"	1.41500530	"28787"	1.42178438	
"7666"	"5586"	0.15750515	"30311"	1.00337400	"11589"	1.00440189	"31726"	1.02109153	"9591"	1.41451204	"11927"	1.41454483	
"11414"	"4218"	1.00272473	"22397"	1.00319380	"13111"	1.00488272	"5929"	1.00550424	"18754"	1.00599419	"13526"	1.00757650	
"27628"	"15646"	0.20716215	"8912"	1.04602466	"833"	1.04766450	"7151"	1.05806940	"3085"	1.06422980	"703"	1.07153493	
"27527"	"30491"	0.15923774	"23658"	0.20146597	"13755"	0.62137117	"23349"	1.00322778	"23463"	1.00386363	"32374"	1.00825902	
"9540"	"21655"	1.00281152	"23078"	1.00321965	"20317"	1.00517487	"11747"	1.00959066	"6801"	1.02055201	"13379"	1.02508111	
"4741"	"28325"	0.04072261	"15468"	0.08219981	"18360"	0.08291731	"29679"	0.21760875	"2071"	0.27151624	"12304"	1.00152186	
"22696"	"1921"	1.01095223	"3347"	1.02344236	"26524"	1.41524258	"25932"	1.41744361	"3638"	1.41751595	"17472"	1.41768457	
"3347"	"1921"	1.00380258	"22696"	1.02344236	"16821"	1.41438619	"25682"	1.41516176	"2985"	1.41517095	"9484"	1.41716941	
"1088"	"9190"	0.12489072	"18002"	0.14010421	"22629"	0.18124907	"15262"	0.18261136	"32285"	0.26046719	"18361"	0.29023775	
"32216"	"22232"	1.00471955	"24991"	1.01473026	"16073"	1.04042557	"2330"	1.05471869	"3743"	1.05701981	"14966"	1.12728715	
"1125"	"17851"	1.01000710	"3566"	1.02094340	"18995"	1.04447889	"7648"	1.04528806	"23777"	1.10526896	"22806"	1.10760781	
"10908"	"12647"	0.11933631	"18846"	0.12896652	"9960"	0.27335074	"12061"	0.47755912	"3400"	0.50139268	"9431"	1.00399248	
"29495"	"4293"	1.01491558	"27426"	1.41889131	"16590"	1.42037641	"24612"	1.42175881	"10317"	1.42285356	"24883"	1.73313488	
"19895"	"9463"	1.00781195	"10589"	1.00875995	"18709"	1.03939515	"31530"	1.41456254	"14024"	1.41861546	"21385"	1.41873135	
"9227"	"22311"	1.41513467	"32023"	1.41911986	"17959"	1.41974027	"30680"	1.41982673	"32530"	1.42648484	"20473"	1.43031100	
"23779"	"32502"	1.00639062	"6755"	1.00833755	"20380"	1.01327777	"31143"	1.02337949	"3468"	1.03499417	"12867"	1.03645009	
"26880"	"30473"	1.41428115	"17231"	1.41428221	"7885"	1.41461507	"9051"	1.41481520	"22084"	1.41504515	"15"	1.41515061	
"10129"	"7252"	0.04554667	"27503"	0.08531725	"24516"	0.18485265	"108"	0.33674593	"19249"	0.39854771	"6369"	1.00317435	
"15874"	"29333"	0.09996618	"16228"	0.10587780	"27711"	0.13105028	"25559"	0.13892753	"1222"	0.14037533	"3916"	0.14741826	
"22473"	"14253"	0.20454118	"26908"	1.01039188	"4129"	1.01362192	"16317"	1.08512151	"9078"	1.41767209	"18725"	1.41941086	
"20671"	"27102"	0.08580470	"13795"	0.10958366	"11201"	0.11769266	"1799"	0.15477005	"23529"	0.43886137	"3742"	1.00206876	
"20750"	"30490"	0.07783440	"9437"	0.16034230	"24414"	0.28028723	"1559"	0.36523806	"19653"	0.41154468	"17219"	1.00182288	
"31509"	"17640"	1.00286548	"22081"	1.41610020	"19679"	1.41770893	"22045"	1.41890436	"21617"	1.41914980	"13357"	1.41957333	
"13364"	"23113"	0.08077031	"4351"	0.09103183	"10225"	0.09847129	"8503"	0.14884927	"3525"	0.15314233	"10157"	0.17692013	
"3848"	"9609"	0.11582213	"29703"	0.16253922	"11683"	0.19349368	"15886"	1.00202283	"17971"	1.02691549	"21644"	1.03232170	
"16949"	"854"	0.08739718	"24886"	0.12667674	"19683"	0.12983928	"13454"	0.14298042	"23998"	0.15481553	"25096"	0.17249176	
"7252"	"10129"	0.04554667	"27503"	0.04934655	"24516"	0.19296321	"108"	0.33161343	"19249"	0.40283644	"6369"	1.00332604	
"15671"	"23359"	0.09224387	"5320"	0.24674198	"1320"	0.25107221	"15995"	0.29561899	"20269"	0.33339101	"5456"	0.33771678	
"11927"	"6517"	0.04211309	"32535"	0.08305278	"17472"	0.10489925	"19679"	0.10728780	"22045"	0.13697932	"3638"	0.15077330	
"31679"	"22213"	1.43664958	"9591"	1.44179921	"14041"	1.44370657	"7616"	1.44429368	"7163"	1.45519223	"30311"	1.46031675	
"12510"	"22094"	0.00926487	"12450"	0.01699542	"9680"	0.02158719	"30527"	0.03951331	"17308"	0.04199512	"5087"	0.04580263	
"7385"	"4214"	0.14430550	"25184"	0.20943392	"10834"	0.22172243	"7136"	0.24255020	"24359"	0.26090956	"30968"	0.29979009	
"20078"	"13219"	0.06498538	"25172"	0.11410333	"23357"	0.14220435	"17277"	0.19251018	"18672"	0.25834334	"22094"	1.00009396	
"4399"	"26143"	0.40664587	"29052"	0.41156947	"25165"	0.42808608	"12035"	0.44646509	"31500"	0.46107114	"15555"	0.48848062	
"31163"	"16189"	0.11747427	"22009"	0.16335848	"9218"	0.16733173	"11336"	0.18169106	"1784"	0.22610161	"4088"	0.22760436	
"16590"	"12462"	1.02506197	"4293"	1.02936703	"18833"	1.27189502	"6365"	1.41848044	"11652"	1.41864647	"21555"	1.41929410	
"5253"	"20605"	1.00070941	"10086"	1.00107419	"14197"	1.00110438	"18830"	1.00140663	"1924"	1.00147174	"37"	1.00166119	
"20030"	"26599"	1.01280610	"17753"	1.02535022	"17415"	1.07405066	"16680"	1.41539878	"597"	1.41542197	"11527"	1.41620427	
"31754"	"11527"	0.05113374	"6996"	0.08745493	"28856"	0.11284070	"1168"	0.11792329	"5303"	0.11971845	"16680"	0.12677162	
"21538"	"21147"	0.04329753	"27724"	0.14578398	"26349"	0.20510254	"1762"	0.20688964	"20725"	0.21428944	"6511"	0.22956954	
"13491"	"152"	0.06849493	"18408"	0.06939306	"4221"	0.10102186	"15452"	0.13608486	"4432"	0.15110302	"21019"	0.18486177	
"10413"	"13491"	1.41552642	"152"	1.41585124	"9091"	1.41618358	"10853"	1.41627873	"18408"	1.41646809	"19393"	1.41751872	
"26897"	"8774"	1.41567664	"572"	1.41867634	"21600"	1.41973387	"17822"	1.42139443	"21470"	1.42339616	"31267"	1.42350294	
"4632"	"21385"	0.10760486	"19992"	0.16736495	"1322"	0.19139397	"28985"	0.23851048	"814"	0.25172261	"20155"	0.29028926	
"6209"	"26921"	1.00945890	"5019"	1.01861553	"19846"	1.02560580	"22614"	1.03377490	"18002"	1.41745361	"25600"	1.41877048	
"28875"	"17184"	1.11472224	"12779"	1.24642370	"31627"	1.48583077	"27892"	1.49997355	"25144"	1.50029881	"25058"	1.56205284	
"9921"	"18361"	1.42103702	"22629"	1.42201671	"23483"	1.42232181	"26921"	1.42387595	"18002"	1.42445702	"8858"	1.42481428	
"11698"	"7210"	1.41644609	"5586"	1.41893533	"7666"	1.42133869	"606"	1.42543490	"11589"	1.42567584	"4318"	1.43150286	
"25240"	"6441"	1.01514749	"5062"	1.01603476	"18843"	1.02632085	"18987"	1.02675202	"2163"	1.03746546	"21267"	1.04621098	
"6226"	"924"	1.03136511	"10511"	1.40785051	"9533"	1.43175355	"7934"	1.43175633	"15504"	1.44296773	"8671"	1.44559948	
"572"	"25510"	0.18266030	"29416"	0.18482090	"13868"	0.35881495	"3630"	0.43767189	"8774"	1.00123617	"5795"	1.00175105	
"13090"	"10998"	1.00266277	"16981"	1.08586667	"2755"	1.21692652	"16605"	1.31352441	"3447"	1.41485812	"18104"	1.41707372	
"15555"	"31500"	0.05289369	"12035"	0.27489171	"26143"	0.28002998	"29052"	0.29110140	"25165"	0.36690323	"4399"	0.48848062	
"13580"	"19992"	1.42239723	"1322"	1.42501112	"814"	1.43495604	"28985"	1.43636879	"19561"	1.43655979	"4632"	1.43970838	
"11036"	"14000"	0.05420892	"14455"	0.07912326	"17226"	0.18770905	"2191"	0.34967422	"13105"	0.35971007	"1871"	1.00182559	
"27892"	"14808"	0.38984950	"17184"	1.00027822	"3714"	1.00905137	"21815"	1.01076281	"10079"	1.01933948	"21254"	1.01957898	
