ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist
"22577"	"21324"	0.94317446	"8009"	1.79292214	"340"	2.00959750	"1709"	2.04855813	"31062"	2.21363922	
"29606"	"23053"	0.18991739	"21207"	0.38284909	"7987"	0.52103875	"24514"	0.64575026	"5571"	0.65101408	
"19992"	"5685"	0.45852320	"10804"	0.46314530	"4514"	0.76958842	"1484"	0.82403097	"13565"	0.90301299	
"13851"	"7064"	1.15673698	"18995"	1.17098947	"7029"	1.21513547	"8876"	1.25778710	"3601"	1.44702227	
"17525"	"28898"	0.67026322	"13276"	0.74606898	"6094"	1.03275004	"28325"	1.03547774	"29679"	1.11219970	
"1891"	"29352"	0.53170865	"17951"	0.57197140	"15100"	0.62848784	"21059"	0.65356407	"11382"	0.72108667	
"8433"	"801"	0.25453854	"20842"	0.36417945	"7726"	0.68307985	"22196"	0.68403863	"18839"	0.74648344	
"12839"	"20444"	0.56866479	"10672"	0.57260597	"29052"	0.61731856	"4514"	0.73518798	"23556"	0.77718968	
"6393"	"18116"	1.20172993	"9326"	1.21033120	"21825"	1.27631073	"3341"	1.31197699	"12479"	1.33303113	
"26892"	"22196"	0.61432669	"28908"	0.78475132	"21"	0.80121207	"801"	0.89571740	"21815"	0.95439241	
"4942"	"26474"	0.41292367	"17951"	0.61260451	"20084"	0.63373544	"18839"	0.69446304	"8607"	0.70501955	
"25969"	"11995"	0.28937495	"27319"	0.44656696	"21699"	0.61329177	"14292"	0.71407099	"8648"	0.91751802	
"17674"	"7751"	0.37279230	"4244"	0.50130090	"1484"	0.54208799	"3341"	0.56945979	"5685"	0.67045777	
"21407"	"24514"	0.18353315	"15151"	0.21132918	"2486"	0.23228506	"5571"	0.24846897	"18839"	0.28092528	
"5550"	"7533"	0.38616582	"22934"	0.52945979	"31083"	0.54294782	"18235"	0.59455362	"17822"	0.60124460	
"20460"	"31925"	0.72188481	"25973"	0.76792619	"24669"	0.92394164	"27193"	0.98203236	"22544"	1.00000038	
"10079"	"21815"	0.62398032	"16125"	0.83289684	"7726"	0.88005587	"1491"	0.90210638	"8184"	0.90906791	
"23415"	"30619"	0.77136516	"22055"	0.88687360	"5955"	0.89139359	"21019"	0.90313709	"25811"	0.99076795	
"12892"	"10106"	0.15354698	"28482"	0.27117119	"19330"	0.39460492	"9364"	0.52436034	"31329"	0.55038455	
"31324"	"5685"	0.35990331	"4514"	0.57191690	"19992"	0.65246603	"10804"	0.67221773	"16899"	0.70017170	
"31260"	"30619"	0.55454632	"22055"	0.65851912	"18540"	0.69347603	"8917"	0.69956798	"29001"	0.70821602	
"23482"	"5685"	0.33897594	"10804"	0.60832644	"31324"	0.67148200	"19992"	0.77010188	"4514"	0.78625385	
"8311"	"12639"	1.43486451	"4644"	1.61674666	"14575"	1.62453197	"29196"	1.88974026	"10402"	1.93647867	
"7166"	"8581"	1.22624256	"5961"	1.28246733	"6996"	1.42820191	"15860"	1.51160611	"15583"	1.59483692	
"19161"	"26324"	0.67075511	"25875"	0.86376025	"12479"	0.90551783	"20068"	1.03307062	"21825"	1.14677210	
"8644"	"14864"	0.37687704	"10106"	0.44286654	"19330"	0.44838394	"9364"	0.47643251	"7987"	0.53286589	
"17158"	"20460"	1.21257002	"27193"	1.22569196	"23902"	1.35714616	"25973"	1.46638031	"11986"	1.48132278	
"25370"	"25875"	0.85016267	"26324"	0.98935678	"19161"	1.00623061	"21825"	1.00970044	"12479"	1.08176982	
"5430"	"16276"	0.69938560	"23074"	0.86973301	"3601"	0.96975232	"7029"	1.17948612	"8876"	1.27693227	
"13064"	"21825"	0.70412921	"26474"	0.73242443	"15100"	0.92537575	"12479"	0.96954926	"25875"	1.05686659	
"15234"	"21336"	0.61802180	"4774"	1.11207629	"8607"	1.16853083	"21059"	1.54274504	"7151"	1.56877071	
"28042"	"23902"	0.37568207	"27193"	0.65092240	"2953"	0.81558951	"3350"	0.84823929	"25973"	0.87565059	
"29902"	"25668"	0.31258095	"31146"	0.35982484	"5571"	0.36660088	"20406"	0.36920949	"18839"	0.37996393	
"28488"	"29902"	0.37449612	"21207"	0.52554113	"5571"	0.58036642	"31146"	0.60631447	"29606"	0.60732720	
"21776"	"17951"	0.29356264	"1891"	0.31638457	"15100"	0.46893860	"26474"	0.62657681	"11382"	0.74364961	
"30689"	"7029"	0.17977981	"8876"	0.22985737	"7064"	0.66737498	"18995"	0.71405761	"16276"	0.79620285	
"16680"	"6996"	0.21990337	"12572"	0.65374615	"8917"	0.77302714	"24180"	0.81131208	"12171"	0.82998244	
"18620"	"3083"	1.04109726	"15541"	1.08013678	"1891"	1.30770143	"4774"	1.34744727	"21776"	1.38505888	
"10862"	"11995"	0.11247377	"27319"	0.26966579	"25969"	0.30459384	"14292"	0.49166892	"26553"	0.67166839	
"11217"	"29286"	0.44465511	"28947"	0.51545904	"9138"	0.75489287	"23053"	0.83626923	"31987"	0.84638078	
"647"	"24669"	0.24766600	"21617"	0.85304749	"20460"	0.95997778	"28787"	1.11452052	"19906"	1.19372409	
"16237"	"29679"	0.57060954	"10349"	0.57280799	"3341"	0.64283140	"7751"	0.68062267	"1971"	0.68474671	
"28127"	"24514"	0.31669072	"15151"	0.34634569	"18839"	0.41408286	"21407"	0.42068857	"21207"	0.43527955	
"204"	"18540"	0.91307579	"29001"	1.04530842	"30619"	1.04776791	"7914"	1.05480132	"13454"	1.09825370	
"2327"	"23482"	0.77444941	"10804"	0.81609987	"5685"	0.82072197	"13565"	0.86212397	"31324"	1.04729196	
"5303"	"6996"	0.07477233	"16680"	0.19263489	"12572"	0.68888837	"24180"	0.71280815	"8917"	0.74135996	
"24872"	"13454"	0.62262336	"15674"	0.82545119	"18540"	0.88634008	"7914"	0.90651932	"24180"	0.99131957	
"23737"	"11154"	0.28392153	"21"	0.29100534	"10407"	0.57208141	"19477"	0.86928108	"5550"	0.89287483	
"31378"	"4617"	1.51923167	"13316"	1.72396175	"22468"	1.73486371	"15860"	1.73689936	"10375"	1.74406373	
"15060"	"4244"	1.03894162	"17674"	1.11508956	"1484"	1.34639538	"3341"	1.42269334	"14124"	1.42375714	
"2402"	"8009"	0.44500962	"4514"	0.88756980	"13565"	1.02099436	"5685"	1.19188919	"29052"	1.19849588	
"20946"	"5961"	0.28120003	"15860"	0.67106940	"15583"	0.76771928	"15452"	0.83882152	"6996"	0.87337948	
"24489"	"13276"	0.22431289	"28898"	0.35905872	"6094"	0.51099396	"28325"	0.51393365	"29679"	0.53564909	
"4426"	"3963"	0.33801525	"28127"	1.06738372	"15151"	1.12289696	"24514"	1.16933662	"18839"	1.18663419	
"12802"	"15860"	0.75054568	"8581"	0.86341049	"7166"	1.11929465	"20460"	1.25420197	"5955"	1.33600431	
"7263"	"18540"	0.10736251	"29001"	0.46589574	"13454"	0.51884103	"30619"	0.55642015	"8917"	0.61109386	
"1871"	"8184"	0.45046028	"27973"	0.46149279	"16125"	0.59940397	"19477"	0.61011427	"32378"	0.67636839	
"12778"	"8433"	0.30454807	"801"	0.31667619	"20842"	0.44954944	"22196"	0.54327238	"5571"	0.72239395	
"2096"	"19460"	0.49374392	"7987"	0.53054298	"24514"	0.60045998	"5571"	0.64654013	"21407"	0.64700682	
"7291"	"17158"	0.73046832	"20460"	1.08093789	"25973"	1.22570790	"27193"	1.28297873	"11986"	1.45228023	
"1764"	"8009"	0.55667812	"2402"	0.74580077	"21324"	0.99297134	"21699"	1.41748278	"4514"	1.51207713	
"21632"	"25398"	0.62285623	"10106"	0.71226885	"8644"	0.76738029	"12892"	0.85978525	"24486"	0.96595130	
"9609"	"21644"	0.35262398	"23902"	0.41631795	"3350"	0.63298820	"28042"	0.72702503	"8876"	0.83669054	
"3251"	"11382"	0.75117265	"26474"	0.83017832	"11781"	0.84422686	"4942"	0.85377751	"1891"	0.90045435	
"2321"	"25600"	0.35399658	"1484"	0.43045719	"4244"	0.44446463	"9775"	0.56524377	"17674"	0.62852577	
"28411"	"8009"	0.13328873	"1764"	0.42338938	"2402"	0.47625754	"21324"	1.10567924	"4514"	1.25328626	
"24338"	"20068"	0.53529177	"31083"	0.56631875	"18279"	0.72039200	"8184"	0.73804352	"16125"	0.77739817	
"26349"	"24486"	0.44008362	"10106"	0.53436682	"8644"	0.55304160	"16666"	0.64923297	"7987"	0.65596848	
"31689"	"26474"	0.65441684	"4942"	0.77223697	"17951"	0.83358486	"21825"	0.83805097	"25875"	0.89014305	
"3343"	"19244"	0.46671868	"26398"	0.67422269	"23902"	0.83277182	"12572"	0.86249692	"4958"	0.87352211	
"3196"	"13168"	0.56919961	"29052"	0.62336191	"16899"	0.68346282	"10672"	0.69213362	"15154"	0.69641332	
"25772"	"2321"	0.38236589	"1484"	0.50670064	"25600"	0.73636248	"10349"	0.75124395	"4244"	0.82683053	
"25312"	"16899"	1.54822363	"15154"	1.60663859	"17193"	1.64211842	"3196"	1.77689193	"13565"	1.78450604	
"305"	"31925"	1.06506382	"10375"	1.22588415	"31378"	1.42940734	"13316"	1.46698404	"20460"	1.50638840	
"25132"	"3601"	1.08120395	"16276"	1.54248314	"28750"	1.85025460	"23074"	1.90717906	"10118"	1.94220556	
"23529"	"7987"	0.53230198	"20084"	0.55762148	"30352"	0.72506799	"23053"	0.73668837	"29606"	0.77936812	
"20327"	"10349"	0.49369115	"31324"	0.55056485	"28325"	0.63236734	"16899"	0.64702117	"4514"	0.66094329	
"15513"	"5685"	0.48956689	"19992"	0.50863431	"20444"	0.53156131	"31324"	0.56229072	"4514"	0.66055294	
"5053"	"18540"	0.43575748	"7263"	0.46538127	"29001"	0.69588303	"31260"	0.80720478	"7914"	0.88581278	
"265"	"2486"	0.21801300	"18839"	0.32144774	"20406"	0.33220218	"15151"	0.38518497	"29563"	0.39060434	
"14594"	"15860"	0.92101470	"12572"	1.20988350	"4958"	1.23278084	"12802"	1.31846669	"15674"	1.34891804	
"15878"	"19756"	0.86581656	"28127"	1.14426492	"3963"	1.16122993	"4426"	1.23257852	"22670"	1.23338379	
"12565"	"30352"	0.40065550	"24486"	0.49956647	"28482"	0.56676687	"26349"	0.72281338	"12892"	0.83793807	
"14986"	"12055"	0.74149536	"23074"	0.76892523	"5430"	0.84638600	"16276"	0.98058534	"3601"	1.10677497	
"23003"	"28127"	0.21510925	"21207"	0.32221111	"28488"	0.41644737	"29902"	0.44195124	"14864"	0.44425900	
"1784"	"23003"	0.09442865	"28127"	0.19299006	"21207"	0.28720169	"14864"	0.43664683	"5571"	0.46625892	
"11441"	"25811"	0.77681985	"22468"	0.85349629	"5955"	0.89252647	"27467"	0.89338288	"23415"	0.89522664	
"25888"	"7064"	0.21762501	"8876"	0.46797748	"18995"	0.63816297	"30689"	0.64758414	"17159"	0.69270415	
"26948"	"25888"	0.58425993	"7064"	0.67979992	"28787"	0.74019039	"21617"	0.80440315	"31925"	0.98275407	
"7666"	"18534"	0.51053292	"7039"	1.25460809	"21617"	1.30609486	"10862"	1.36900899	"11995"	1.47518237	
"11414"	"5303"	0.40654029	"6996"	0.45391536	"16680"	0.46973711	"10118"	0.67055182	"20946"	0.78932708	
"27628"	"7151"	0.48112188	"28908"	0.59997493	"22196"	0.65473686	"12778"	0.69326432	"20842"	0.86397742	
"27527"	"8917"	0.43797503	"15452"	0.44210336	"15583"	0.46608516	"5955"	0.47750589	"29001"	0.52712555	
"9540"	"19906"	0.76677042	"3601"	0.83172785	"14986"	0.89043173	"4617"	1.04680586	"28787"	1.11264065	
"4741"	"28325"	0.06657501	"29679"	0.30768054	"13276"	0.32388568	"28898"	0.33569935	"10349"	0.39997469	
"22696"	"26398"	0.60531846	"3343"	0.88111834	"20946"	0.89322718	"15860"	0.94060821	"5961"	1.04109388	
"3347"	"26398"	0.47029361	"22696"	0.49805460	"15860"	0.69443269	"31925"	0.80836333	"5961"	0.84503265	
"1088"	"10349"	0.40999155	"25772"	0.46365911	"2321"	0.50725613	"1484"	0.53430265	"28325"	0.55915862	
"32216"	"10079"	0.43609237	"21815"	0.47506743	"7726"	0.78593750	"18279"	0.82369294	"16125"	0.82370835	
"1125"	"18534"	0.28012280	"7666"	0.76325847	"11995"	0.89615650	"10862"	0.92201105	"18639"	0.96825313	
"10908"	"340"	0.88642441	"27973"	1.25506746	"12780"	1.38211078	"32378"	1.42726715	"1871"	1.47966588	
"29495"	"7291"	0.76867891	"12802"	1.05775758	"17158"	1.13043975	"8581"	1.24190915	"7166"	1.33895699	
"19895"	"25600"	0.49932740	"1484"	0.65824094	"9775"	0.78879984	"4244"	0.80885936	"2321"	0.85332399	
"9227"	"4603"	0.64846302	"14292"	0.72127600	"10862"	0.92367100	"11995"	0.97085405	"27319"	1.12804606	
"23779"	"30352"	0.48940605	"9138"	0.57794966	"12565"	0.58236924	"28482"	0.60576060	"22379"	0.61832438	
"26880"	"19756"	0.39154026	"12780"	0.74538482	"18839"	0.77355623	"24514"	0.78875658	"29902"	0.80175556	
"10129"	"12839"	0.47785871	"15513"	0.64305227	"4514"	0.69835490	"5685"	0.77591971	"19992"	0.81873142	
"15874"	"21407"	0.36820279	"7987"	0.41388400	"20084"	0.43920351	"2486"	0.43942473	"5571"	0.45195567	
"22473"	"8648"	0.73046276	"26553"	0.81315998	"15595"	0.88443814	"21699"	0.96560021	"25969"	0.99657906	
"20671"	"17702"	0.38980202	"7987"	0.41636750	"23529"	0.45940799	"18839"	0.47489287	"21407"	0.48163078	
"20750"	"1971"	0.43239282	"6094"	0.43578781	"28898"	0.48996546	"4741"	0.64250240	"13276"	0.65869578	
"31509"	"7291"	1.17216840	"24669"	1.23313132	"21617"	1.28891841	"29495"	1.33682282	"17158"	1.34993894	
"13364"	"4514"	0.28189926	"5685"	0.36746396	"13565"	0.39462854	"10129"	0.43718771	"15513"	0.51198701	
"3848"	"9609"	0.15684847	"23902"	0.36908479	"21644"	0.50947245	"28042"	0.57017655	"3350"	0.58575504	
"16949"	"13454"	0.24200379	"29001"	0.39400072	"8917"	0.60728952	"7263"	0.70605031	"25495"	0.77129745	
"7252"	"10129"	0.05713647	"13364"	0.43819496	"12839"	0.53499519	"15513"	0.58591579	"4514"	0.72009423	
"15671"	"28127"	0.17727525	"24514"	0.26058452	"15151"	0.28758301	"18839"	0.35132024	"7578"	0.36211707	
"11927"	"21617"	0.28048098	"24669"	0.56027465	"647"	0.70589983	"19906"	0.71217574	"28787"	0.71958444	
"31679"	"7666"	0.90863184	"18534"	1.17624239	"1125"	1.35432438	"29196"	1.47785114	"21617"	1.67408743	
"12510"	"18839"	0.11047014	"24514"	0.12567050	"15151"	0.18006624	"21407"	0.19961461	"2486"	0.21390488	
"7385"	"13364"	0.37387371	"4514"	0.37915392	"5685"	0.50360079	"10804"	0.50629001	"13565"	0.51257849	
"20078"	"12510"	0.22242649	"18839"	0.30549938	"24514"	0.32069973	"265"	0.36028046	"15151"	0.37509548	
"4399"	"29052"	0.52312199	"16899"	0.66541468	"10672"	0.72522703	"23556"	0.73867942	"15154"	0.74398602	
"31163"	"21207"	0.34457080	"1784"	0.35873897	"29606"	0.40285487	"28127"	0.44968823	"23003"	0.45316763	
"16590"	"15860"	0.82475911	"26398"	0.89459757	"25973"	0.91109879	"22696"	0.94219978	"14594"	0.94316742	
"5253"	"12572"	0.35212750	"5303"	0.37757719	"16680"	0.42786172	"6996"	0.43224293	"11414"	0.58003585	
"20030"	"16680"	0.44524640	"5303"	0.50811909	"6996"	0.56278483	"26398"	0.67317377	"19244"	0.77026376	
"31754"	"6996"	0.10544858	"16680"	0.15527112	"5303"	0.18022091	"20030"	0.49815257	"5253"	0.51748856	
"21538"	"10106"	0.26890111	"8644"	0.28058680	"26349"	0.29286297	"7987"	0.38561243	"12892"	0.39505083	
"13491"	"5955"	0.07002711	"15452"	0.18090052	"21019"	0.31463988	"27527"	0.54081211	"15583"	0.54535881	
"10413"	"22696"	0.54902982	"3347"	0.70872325	"26398"	0.75476262	"5961"	0.81638839	"15860"	0.81794353	
"26897"	"25370"	1.17074289	"31083"	1.18185313	"17822"	1.26742708	"22934"	1.38002822	"16125"	1.40886894	
"4632"	"19992"	0.22352802	"15513"	0.31250354	"10804"	0.58340014	"5685"	0.62174195	"13364"	0.71581644	
"6209"	"1088"	0.50340669	"25600"	0.52647478	"2321"	0.68698301	"26648"	0.73236505	"25772"	0.80268224	
"28875"	"14248"	1.63965157	"18620"	1.71930920	"31083"	1.81161291	"24338"	1.83363943	"27467"	1.83994866	
"9921"	"20016"	1.46148693	"23382"	1.46571184	"30955"	1.62549553	"18116"	1.64821476	"23984"	1.70226746	
"11698"	"10402"	1.02455612	"10862"	1.03762166	"4644"	1.04039109	"27319"	1.04062078	"14292"	1.12640413	
"25240"	"4774"	0.91614207	"7129"	0.95302302	"5685"	1.03721799	"15541"	1.20093969	"13364"	1.32249018	
"6226"	"7666"	1.90980980	"305"	2.08601163	"7039"	2.18762180	"18534"	2.28700939	"11698"	2.30886934	
"572"	"16125"	0.16332396	"10106"	0.28496313	"31987"	0.35918845	"12892"	0.41111285	"18279"	0.41741067	
"13090"	"26474"	1.04037742	"14124"	1.04174626	"4942"	1.07774566	"21776"	1.22592859	"21059"	1.25111618	
"15555"	"29052"	0.36370057	"20444"	0.43309379	"14376"	0.47666720	"23556"	0.50486394	"4514"	0.54686565	
"13580"	"21336"	0.84918944	"15234"	1.19317706	"8607"	1.32681832	"25240"	1.52182986	"4774"	1.73660207	
"11036"	"1871"	0.14795191	"27973"	0.38180098	"8184"	0.46507886	"16125"	0.61402255	"19477"	0.62112186	
"27892"	"32216"	0.28990828	"10079"	0.30003025	"21815"	0.32395007	"16125"	0.56119733	"7726"	0.58002562	
"14650"	"22055"	0.27763588	"12171"	0.36464988	"8917"	0.39420791	"27527"	0.42244983	"30619"	0.46561379	
"17181"	"6714"	0.50779281	"27628"	0.60507465	"27892"	0.70286796	"32216"	0.70559675	"10079"	0.71472821	
"31023"	"21617"	0.12334160	"11927"	0.25016655	"24669"	0.71741403	"647"	0.72970589	"18995"	0.81101113	
"24931"	"19330"	0.16438139	"31329"	0.16631487	"9364"	0.27727696	"30752"	0.38831700	"10106"	0.41647413	
"6723"	"21059"	0.39306076	"4942"	0.45714750	"26474"	0.47352848	"1891"	0.73257917	"3039"	0.75735955	
"9938"	"4942"	0.17674858	"26474"	0.58967226	"6723"	0.63389608	"17951"	0.63550694	"8607"	0.65879388	
"32313"	"13565"	1.05560361	"13364"	1.06097506	"7385"	1.07868439	"3196"	1.15173194	"15513"	1.29613614	
"18823"	"5955"	0.55541076	"13491"	0.61871698	"22468"	0.63415448	"15452"	0.68439179	"21019"	0.72927523	
"24484"	"15878"	1.94848274	"8607"	1.98377281	"30339"	2.16270343	"31689"	2.26467313	"26648"	2.33098976	
"11994"	"7533"	0.58207151	"5550"	0.88933700	"31083"	1.00227615	"10407"	1.01327704	"31987"	1.04351431	
"24752"	"7385"	0.22739726	"13565"	0.33997575	"13364"	0.60127097	"4514"	0.60655119	"3196"	0.71596993	
"17301"	"31509"	1.42911470	"12055"	1.58878120	"11467"	1.70379350	"1125"	1.75596297	"8876"	1.84624287	
"29409"	"11995"	0.40329241	"25969"	0.42923217	"10862"	0.51576619	"27319"	0.64610040	"9227"	0.87414646	
"5962"	"31925"	0.38539854	"27193"	0.52963461	"25973"	0.55114488	"2953"	0.76580313	"23902"	0.82547237	
"9081"	"25240"	0.56629356	"4931"	0.83968600	"13364"	1.06847955	"4514"	1.09449185	"4774"	1.11994881	
"3056"	"9938"	0.45530163	"4942"	0.49609695	"26474"	0.59590908	"6723"	0.64013291	"13064"	0.68660674	
"6772"	"5685"	0.12613386	"13364"	0.32224917	"23482"	0.38579737	"10804"	0.39548435	"31324"	0.45863991	
"31435"	"21"	0.38163179	"19477"	0.42562511	"28947"	0.43364765	"7533"	0.43985196	"11154"	0.44351012	
"9533"	"31925"	0.31506584	"27193"	0.54553810	"11927"	0.56226678	"5962"	0.56348339	"20460"	0.70818883	
"23355"	"23053"	0.66881786	"23529"	0.78256519	"29606"	0.80401462	"12140"	0.80471558	"21207"	0.89026508	
"25275"	"7533"	0.27632143	"5550"	0.35784666	"28947"	0.46553227	"31435"	0.53954395	"31083"	0.55687285	
"3391"	"25312"	1.10344192	"2327"	1.69679621	"15154"	1.74453828	"31769"	1.74562338	"24752"	1.78652014	
"7707"	"9364"	0.23021468	"19330"	0.23352121	"29563"	0.24768621	"14864"	0.37048182	"31329"	0.38842307	
"8703"	"28787"	0.25612477	"11927"	0.70173662	"31023"	0.80996839	"4617"	0.88277845	"19906"	0.92677210	
"32270"	"8648"	0.51842027	"15595"	0.66145630	"4603"	0.77779628	"10862"	0.83767788	"11995"	0.86795987	
"3793"	"7987"	0.37807651	"12140"	0.44686461	"20671"	0.48675171	"23529"	0.54789166	"29606"	0.55659261	
"31881"	"15442"	0.56906559	"20068"	0.97145309	"32216"	0.98419516	"18235"	1.11071240	"12479"	1.13385458	
"31713"	"2953"	0.40573795	"5962"	0.50021739	"23902"	0.71030516	"21644"	0.77056354	"28042"	0.77829492	
"4409"	"3793"	0.43381180	"10106"	0.47869547	"15874"	0.48526352	"20671"	0.49316626	"12510"	0.51686540	
"29114"	"19460"	0.64437335	"2096"	0.84040037	"14864"	0.87921858	"11994"	0.88475952	"7707"	0.88499246	
"18533"	"29352"	0.52753255	"3251"	0.64874348	"1891"	0.67126425	"21776"	0.69382719	"17951"	0.74077334	
"12717"	"10908"	0.43443814	"340"	0.69342770	"12780"	1.17290831	"21396"	1.30011987	"1491"	1.34668227	
"14464"	"13565"	1.00218793	"17193"	1.10906432	"32313"	1.11507897	"24752"	1.12796560	"13364"	1.26348315	
"22718"	"21699"	1.18443231	"5521"	1.48531911	"10862"	1.53117399	"26553"	1.56087546	"11995"	1.56145599	
"2653"	"31435"	0.76214914	"31987"	0.81100965	"10407"	0.87964933	"19477"	0.90067938	"28947"	0.91479111	
"10910"	"3056"	0.31170420	"21059"	0.48242628	"1891"	0.59315458	"21776"	0.61571751	"21538"	0.70973280	
"21889"	"10129"	0.16196272	"7252"	0.21909920	"13364"	0.30255180	"12839"	0.47916129	"15513"	0.50841636	
"10191"	"1871"	0.45327849	"11036"	0.60123040	"1491"	0.70719350	"16125"	0.70909053	"8184"	0.75786434	
"26735"	"7707"	0.13549563	"29563"	0.27359280	"19330"	0.28225818	"9364"	0.30634890	"14864"	0.34457523	
"6918"	"4958"	0.50284898	"5253"	0.51061447	"12572"	0.53474616	"15674"	0.56464163	"5303"	0.60298415	
"16009"	"18116"	0.41004129	"6393"	0.84648316	"11781"	0.93435848	"11382"	1.01047095	"18620"	1.06979770	
"8875"	"8433"	0.71764014	"12778"	0.81870125	"26880"	0.85272951	"20842"	0.85694140	"801"	0.88998690	
"6173"	"3601"	0.57173128	"18995"	0.74954207	"5430"	0.88836628	"16276"	0.91674917	"19906"	0.97918887	
"30558"	"6393"	0.72963268	"18116"	0.89535697	"9326"	0.92548015	"16009"	1.03517061	"13064"	1.07665309	
"10342"	"19992"	1.04742803	"4632"	1.10506507	"15513"	1.30797957	"1484"	1.32541705	"5685"	1.36345018	
"15380"	"24752"	0.31063619	"13565"	0.34924208	"4514"	0.46197136	"7385"	0.48323893	"3196"	0.54338421	
"900"	"27973"	0.27316121	"11036"	0.34980772	"32378"	0.44536090	"21396"	0.46907188	"10407"	0.49174609	
"17596"	"10375"	0.82019177	"10413"	0.82854132	"22696"	0.87763928	"305"	1.06024460	"29409"	1.07511750	
"20706"	"31083"	0.42575906	"27973"	0.51282865	"900"	0.52858268	"19477"	0.59326265	"21396"	0.64525110	
"19164"	"6772"	0.27281584	"5685"	0.28887854	"23482"	0.30254358	"13364"	0.54154321	"10804"	0.56858544	
"10347"	"4632"	0.15983191	"19992"	0.25182396	"15513"	0.39014367	"6772"	0.39057070	"10804"	0.42356823	
"28638"	"13276"	0.13868042	"24489"	0.21896580	"6094"	0.29202815	"28898"	0.43460825	"28325"	0.43563704	
"20126"	"14248"	0.67867606	"4741"	0.87285653	"28325"	0.87449510	"28947"	0.94736336	"29679"	0.97492278	
"9734"	"27467"	0.70208384	"11441"	0.76658133	"14575"	1.12071744	"13491"	1.12754224	"15583"	1.18037365	
"12475"	"8876"	0.11980302	"30689"	0.29335632	"7029"	0.37109532	"25888"	0.53752978	"7064"	0.56214651	
"5157"	"27467"	0.21586162	"14575"	0.48261541	"9734"	0.89054821	"11441"	1.06991785	"19244"	1.50762210	
"27716"	"10349"	0.50128063	"17674"	0.52333588	"7751"	0.54584690	"3341"	0.63125721	"4514"	0.73562811	
"30625"	"24752"	0.63539738	"15380"	0.70653132	"13565"	0.73245076	"7385"	0.80800012	"10129"	0.96410648	
"18110"	"18533"	0.14958996	"29352"	0.41045585	"1891"	0.54907155	"21776"	0.57163448	"17951"	0.59118338	
"10589"	"4244"	0.43344733	"2321"	0.45569590	"1484"	0.47423442	"19895"	0.50721713	"25600"	0.50736285	
"32020"	"13276"	0.09865493	"24489"	0.17104533	"28638"	0.17494049	"28898"	0.36925680	"29679"	0.38259387	
"7545"	"1088"	0.32333092	"2321"	0.32854624	"17674"	0.40202034	"25600"	0.40857023	"1484"	0.45763358	
"19683"	"16949"	0.22761524	"13454"	0.23356663	"29001"	0.38746067	"18540"	0.58579758	"7263"	0.58802411	
"3476"	"25668"	0.20621675	"24514"	0.27992035	"15151"	0.33431609	"12510"	0.34237770	"7578"	0.35550355	
"15646"	"27628"	0.24210060	"7151"	0.26874315	"28908"	0.66156880	"17181"	0.72146305	"8433"	0.82250242	
"3195"	"28411"	1.15463397	"8009"	1.18588189	"1764"	1.23328539	"340"	1.36518457	"7163"	1.45174054	
"5177"	"29052"	0.59247222	"3196"	0.60813743	"23556"	0.66731921	"10672"	0.76328475	"16899"	0.80940847	
"9091"	"22696"	0.45703790	"10413"	0.46770655	"3347"	0.64101670	"20946"	0.70074110	"26398"	0.74828056	
